,comments,label,token
1858,니들 임신한것까지 알아야하냐,offensive,"['너희', '임신', '것', '까지', '알다']"
1859,"니들가족이 승리라고 생각해봐라,,,,,이 악플러 한남충들아",hate,"['너희', '가족', '승리', '라고', '생각', '해보다', '악플러', '한남', '총', '아']"
1860,니보다 더 할까?,offensive,"['너', '보다', '더']"
1861,니키에 52킬로는 너무하지안나? 나도 170 에 53인데?,offensive,"['니키', '킬로', '너무', '않다', '나다', '인데']"
1862,니하고 원나잇한개 원인이구나 미안하다 하지만 널 밧아줄순업다 내마누라가 부자야,hate,"['너', '하고', '원', '나이트', '개', '원인', '이구나', '미안하다', '하지만', '널', '밧다', '순', '없다', '내', '마누라', '부자', '야']"
1863,님이 구매해서 기부해주세요,none,"['님', '구매', '기부', '줄다']"
1864,다 고소미 먹어라 미친 ㅠ 진짜 원걸 골수팬 중에 선예 욕하는 사람 없어요 12년 팬하면서 선예 원망해본 적 없습니다 팬인척 하지 마세요 진짜 가소롭고 소르끼치네; 진짜 다들 경찰서에서 정모하시길^__^,offensive,"['다', '고소', '밉다', '먹다', '밉다', '친', 'ㅠ', '진짜', '원걸', '골수팬', '중', '선', '예', '욕', '하', '사람', '없다', '년', '팬', '선', '예', '원망하다', '보다', '적', '없다', '팬', '인', '척', '말다', '진짜', '가다', '소', '롭고', '소르', '끼치다', '진짜', '다', '들다', '경찰서', '에서', '정모']"
1865,다 그러고 애낳고 키웠고 다 그러고 산다예전에 우리엄마들은 어떻게 애키우며 밭일하고 살았는지...다 본인이 선택한 인생이고 힘든거 이상의 기쁨이 있다기자들도 이런거 퍼날리지말고 발로뛴 기사나 써라,offensive,"['다', '그렇다', '애', '낳다', '키우다', '다', '그렇다', '산다', '예전', '우리', '엄마', '어떻다', '애', '키우다', '밭', '일', '하고', '살다', '다', '본인', '선택', '인생', '고', '힘드다', '거', '이상', '기', '쁨', '있다', '기자', '이렇다', '거', '퍼', '날리다', '말고', '발', '로', '뛰다', '기사', '나', '써다']"
1866,다 넘 늙었다 상콤이들데려와쥬,offensive,"['다', '너무', '늙다', '상큼', '들다', '데려오다', '쥬']"
1867,다 늙어서 뭔 아이돌가수 득실거리는데서 버틸수 있겠냐?,hate,"['다', '늙다', '뭔', '아이돌', '가수', '득실', '거리', '데', '서', '버티다', '수', '있다']"
1868,다 듣보잡 B급 연예인만 모아놨네ㅉㅉ 얼마 못가 망할듯,offensive,"['다', '듣보잡', '급', '연예인', '만', '모으다', 'ㅉㅉ', '얼마', '못', '가다', '망하다', '듯']"
1869,다 방송 시청률 잘 나오고 평 좋으니까 시즌2 나오는 겁니다. 여기서 아무리 욕해봤자 보는 사람들은 다 재밌게 봄,none,"['다', '방송', '시청률', '자다', '나오다', '평', '좋다', '시즌', '나오다', '겁니다', '여기', '서', '아무리', '욕', '해봤다', '보다', '사람', '다', '재밌다', '봄']"
1870,다 방송이고 대본이에요 ㅋㅋ 땡깡좀 부리고 해야지 재밋지,none,"['다', '방송', '고', '대본', '요', 'ㅋㅋ', '생떼', '부리고', '재밌다']"
1871,다 설정이었나 보네.요즘 대부분 젊은 며느리가 갑이고 시어머니가 을이라 시누이들이 친정엄마 고생하는것 보기 싫어서 명절에 친정에도 안 간다.,offensive,"['다', '설정', '이다', '보다', '요즘', '대부분', '젊다', '며느리', '갑', '이고', '시', '어머니', '을', '이라', '시누이', '친', '전', '엄마', '고생', '것', '보기', '싫다', '명절', '친', '정', '에도', '안', '간다']"
1872,다 아티스트인 척 연기하는겨 6개월 작업하고 6주 활동하고 6년 먹고 사는데 오지랖이든 뭐든 그만해,hate,"['다', '아티스트', '인', '척', '연기', '겨', '개월', '작업', '하고', '주', '활동', '하고', '년', '먹고살다', '데', '오지랖', '이든', '뭐', '든', '그만하다']"
1873,다 알고 있겠지....그나물에 그밥자기 돈줄 끊길까..자게 기획사 망할까..모르는척...그냥 넘긴거,offensive,"['다', '알', '고', '있다', '그', '나물', '그', '밥', '자기', '돈줄', '끊기다', '끄다', '게', '기획사', '망하다', '모르다', '척', '그냥', '넘기다', '거']"
1874,다 유재석할탓ᆢ유재석이 박명수 무시하고 안살리고자기몸담은 프로 살아야하니 조세호한테 엄청 의지하는듯,offensive,"['다', '유재석', '탓', '유재석', '박명수', '무시', '하고', '안', '살리다', '자기', '몸', '담다', '프로', '살다', '하니', '조세호', '한테', '엄청', '지하', '듯']"
1875,다 자기 업보예요 김구라가그렇게조언해줬는데ㅠ이제는행복하세요,none,"['다', '자기', '업보', '예요', '김구라', '그렇게', '조언', '해주다', 'ㅠ', '이제', '행복하다']"
1876,다 좋은데 남양유업 같은곳 위해서 일하지마라,none,"['다', '좋다', '남양유업', '같다', '곳', '위해', '서', '일', '마르다']"
1877,다 좋은데 박수홍 엄마좀 안나왔음좋겠다 ㅠㅠ,offensive,"['다', '좋다', '박수홍', '엄마', '안', '나오다', '좋다', 'ㅠㅠ']"
1878,다 좋은데 사겨라 이딴소리하지마라..여자애가 몇살인데 박성광같은 아.재 랑 사겨ㅡㅡ,hate,"['다', '좋다', '사귀다', '이딴', '소리', '마르다', '여자애', '몇', '살', '인데', '박성광', '같다', '아', '재', '랑', '사귀다', 'ㅡㅡ']"
1879,다 좋은데. 남양유업 사회 공헌팀 ㅜㅜㅜㅜ. 하신 행동은 정말 훌륭하세요. 저 여자분의 생명의 은인임. 강간하고 살해당할수도 있었음..근데 남양 유업 ㅜㅜ,none,"['다', '좋다', '남양유업', '사회', '공', '헌', '팀', 'ㅜㅜㅜ', '행동', '정말', '훌륭하다', '저', '여자', '분', '생명', '은인', '임', '강간', '하고', '살해', '당하다', '수도', '있다', '근데', '남양', '유업', 'ㅜㅜ']"
1880,다 지루하고 숙행만 기대. 진짜 연애가 필요보이는 사람 섭외해라,offensive,"['다', '지루하다', '숙행', '만', '기', '대다', '진짜', '연애', '필요', '보이다', '사람', '섭외']"
1881,다 풀어주어라 구속은 무슨 혈기왕성한넘들이 지네끼리 논것가지고 왜이리 시끄럽냐 애네가 마약한것도 아니고 여기댓글다는넘들 동영상보고 그짓안하는넘들 없다,offensive,"['다', '풀다', '구속', '무슨', '혈기', '왕성', '놈', '지다', '네', '끼리', '논', '것', '가지', '고', '왜', '이리', '시끄럽다', '애', '네', '마약', '것', '아니다', '여기', '댓글', '달다', '놈', '동영상', '보고', '그', '짓', '안', '놈', '없다']"
1882,다 필요없고 구혜선 졸라 이쁘다 이쁘면 다지 성격이 어떻턴간에...이쁘면 지맘대로 해도 되는 세상이다 혜선 누나 너무 이뻐요,offensive,"['다', '필요', '없다', '구', '혜선', '졸라', '이쁘다', '쁘', '면', '다지', '성격', '어떻다', '턴', '간', '이쁘다', '제', '맘대로', '해도', '되다', '세상', '다', '혜선', '누나', '너무', '뻐', '요']"
1883,다 한때다 .. 냅둬라 지멋이라는데...10때 유행옷 20대때 다시입으라하면 못입듯히 나이가점점 차고 삼십줄되면 다 알아서 멈출거다냅둬라,none,"['다', '한때', '다', '내버리다', '두다', '지다', '멋', '이라는', '데', '때', '유행', '옷', '대다', '때', '다시', '입다', '못', '이다', '나이', '점점', '차', '고', '삼십', '줄', '되다', '다', '알다', '멈추다', '거', '다', '내버리다', '두다']"
1884,다거르고 빅뱅노래는 ㅈㄴ잘냄 노래나 내라,offensive,"['다', '거르', '고', '빅뱅', '노래', '전', '자다', '내다', '노래', '나', '내', '라']"
1885,다나 살 찐거 보고 나도 살 빼면 다나처럼 이뻐지겠지하며새벽에 양념치킨 먹다가 손가락에 묻은 앙념 빨아 먹는 메퇘지년들 생각나네 ㅎㅎ,hate,"['다나', '살찐', '거', '보고', '나다', '살', '빼다', '다나', '처럼', '빠지다', '새벽', '양념치킨', '먹다', '손가락', '묻다', '양념', '빨', '아', '먹다', '메퇘', '지', '년', '생각나다', 'ㅎㅎ']"
1886,"다나 이쁜데 기자가 질투하는 모양새 말 장난 날개 못 다나? 이런게 기사 제목? ㅋ 다나 까지 마라. 착하고 성실하다 이기. 어릴때부터 응원중 , 다나는 단아하다 이기.",offensive,"['다나', '쁜데', '기자', '질투', '모양새', '말장난', '날개', '못', '다나', '이렇다', '게', '기사', '제목', 'ㅋ', '다나', '까지', '마르다', '착하다', '성실하다', '이기', '어리다', '때', '부터', '응원', '중', '다나', '단아', '이기']"
1887,다니엘 잘못한거 없어요 공룡과 힘겨운 분쟁할때당신을 행복하게 해줄 사람 만나는 거ㅡ무조건 응원합니다,none,"['다니엘', '잘못', '거', '없다', '공룡', '힘겹다', '분쟁', '때', '당신', '을', '행복하다', '해주다', '사람', '만나다', '거', 'ㅡ', '무조건', '응원']"
1888,다니엘이 훨씬 아깝다.. 급에 맞게 사귀어야지 에효,offensive,"['다니엘', '훨씬', '아깝다', '급', '맞다', '사귀다', '효']"
1889,다니엘헤니 내남편 내남자 ~♥,none,"['다니엘', '헤', '니', '내', '남편', '내', '남자']"
1890,다된 기생충 잔치에재 뿌린 방가방송과 안현모 다신 나서지 말자,hate,"['다', '되다', '기생충', '잔치', '재', '뿌리다', '방', '가다', '방송', '안현', '모', '다시다', '나서다', '말']"
1891,다둥이 뜻을 모르는것 같습니다..기자님...무튼 축하해요.,none,"['다', '둥이', '뜻', '을', '모르다', '것', '같다', '기자', '님', '아무튼', '축하']"
1892,다들 뱃대지에 기름들이 껴서 이들 지랄이지.북한 같아봐라 감사합니다.넙죽 절하고 먹지,hate,"['다', '들다', '배트', '대지', '기름', '끼다', '지랄', '지다', '북한', '같다', '보다', '감사하다', '넙죽', '절하', '고', '먹다']"
1893,다들 섣부른 판단말길 조사해보면 나올것이고 여기서 난리 필 이유아닌거 같다 우리나라 사람들 은 왜 그렇게 남들에게 괸심이 많은지 내주변도 잘 돌보지 못하면서 오지랍 쩔어,offensive,"['다', '들다', '섣부르다', '판단', '말다', '조사', '해보다', '나오다', '것', '이고', '여기', '서', '난리', '피우다', '이유', '아니다', '거', '같다', '우리나라', '사람', '왜', '그렇게', '남', '에게', '괸', '심의', '많다', '지다', '내', '주변', '자다', '돌보다', '못', '오지랖', '쩔다']"
1894,다들 심심한가봐요 사실일수도 거짓일수도있는거아니예요 그여자 한만디에 모든게사실이 되나요? 오달수씨 불쌍...,none,"['다', '들다', '심', '심하다', '보다', '사실', '일', '수도', '거짓', '일', '수도', '있다', '거', '아니다', '예', '요', '그', '여자', '한마디', '모든', '게', '사실', '되다', '오달수', '씨', '불쌍']"
1895,다들 지식입장이어봐요 그게 쉽게 갚어지나나라도 내가빌린것아니라 갚을마음없다도의적인 성의보였네 김영희..법적으로도 상속포기라는게있어 부모 빚갚을의무 없지않나..김영희 대놓고 욕하는사람..너나 잘해라,none,"['다', '들다', '지식', '입장', '이다', '보다', '그게', '쉬다', '갚다', '나라', '내', '빌리다', '것', '아니다', '갚다', '마음', '없다', '도의', '적', '인', '성의', '보이다', '김영희', '법적', '으로도', '상속', '포기', '라는', '게', '있다', '부모', '빚', '갚다', '무', '없다', '않다', '김영희', '대다', '놓다', '욕', '사람', '너', '나']"
1896,다들부잣집 사모님들 이런거 안했음 좋겠어,offensive,"['다', '들다', '부잣집', '사모님', '이렇다', '거', '안', '좋다']"
1897,다들사랑받지못한체살아와 인생이 말이아니네요 참... 불쌍합니다..,none,"['다', '들다', '사랑받다', '못', '채', '살아오다', '인생', '말', '아니다', '차다', '불쌍하다']"
1898,다른 멤버들은 뭔 죄냐 ㅋㅋ,none,"['다른', '멤버', '뭔', '죄', '냐', 'ㅋㅋ']"
1899,다른 사람과 다름을 인정해 주면 되는데틀리다고 잣대질 하는 사람들늙닭이니 틀탁이니 기성세대 욕하는 젊은 세대의꼰대질 내가 못하는 걸 하니까 틀리다고,none,"['다른', '사람과', '다르다', '인정', '주다', '되다', '틀리다', '잣', '대다', '사람', '늙다', '닭', '이니', '틀탁', '이니', '기', '성세', '때', '욕', '젊다', '세대', '꼰대질', '내', '못', '걸', '틀리다']"
1900,다른 사람들 감정은 이해하는데 김현주 감정은 좀 억지. 그래서 고구마.,offensive,"['다른', '사람', '감정', '이해', '김현주', '감정', '억지', '그래서', '고구마']"
1901,다른 사진 봤더니 원래 퉁퉁하시던데...,none,"['다른', '사진', '보다', '원래', '퉁퉁', '데']"
1902,다른 애들이 더 나은데 왜이렇게 띄워주는지..,none,"['다른', '애', '더', '낫다', '왜', '이렇게', '띄우다']"
1903,다른 여자 연예인들에 비하면 양반이구만. 꾸미고 안꾸미고 차이지.,offensive,"['다른', '여자', '연예인', '비', '양반', '구만', '꾸미다', '안', '꾸미다', '차이', '지']"
1904,다른 출연자들편만 보고 멍청하고 띨띨하고 눈치없는 기안에피소드 나오면 채널 돌려버린다,offensive,"['다른', '출연자', '편', '만', '보고', '멍청하다', '띨띨', '하고', '눈치', '없다', '기', '안', '피', '드', '나오다', '채널', '돌리다', '버리다']"
1905,다른거 다 떠나서 노래가 별로던데 ㅋ아줌씨들은 좋던가? ㅋㅋ,hate,"['다른', '거', '다', '떠나다', '노래', '별로', '던데', 'ᄏ', '아주머니', '좋다', '가다', 'ㅋㅋ']"
1906,다른건 모르겠꼬 슈퍼비자꾸 쇼미 나오는거 좀 추잡해 보인다,offensive,"['다른', '건', '모르다', '꼬', '슈퍼', '비', '자꾸', '쇼', '밉다', '나오다', '거', '추잡하다', '보이다']"
1907,다른건모르겟고재미가없다 이상민얼굴에 웃음기도없고 멍때리거나 크라잉랩이나하지,hate,"['다른', '건', '모르다', '재미', '없다', '이상민', '얼굴', '웃음', '기도', '없다', '멍', '때리다', '크라잉', '랩', '이나']"
1908,다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.,none,"['다르다', '비정상', '전혀', '다른', '얘기', '일본인', '자연', '순리', '거슬렀으면', '서', '나머지', '사람', '을', '나쁘다', '편', '견자', '라고', '안', '돼다', '치료받다', '돌이키다', '수', '있다', '길이', '열', '리기', '바라다', '힘겹다', '보이다']"
1909,다리길어보이기위해그랬겠지마는 옆과 뒤를 너무 팠다적당히 했으면 멋있었을것을 민망하노,none,"['다리', '길다', '보이다', '위해', '그렇다', '옆', '뒤', '너무', '파다', '적당하다', '멋있다', '것', '을', '민망하다']"
1910,다리짧은 애가 살빠지니 머리크고 몸은 왜소해져서 보기흉해..,hate,"['다리', '짧다', '애가', '살', '빠지다', '머리', '크다', '몸', '왜소하다', '보기', '흉하다']"
1911,다리통 저리 안치우냐 야 이 종간나가 아침밥 체하겠네,hate,"['다리', '통', '저리', '안', '치우다', '야', '종', '간', '나가다', '아침밥', '체']"
1912,다말아먹고 튀냐,offensive,"['다', '말', '아', '먹다', '튀다']"
1913,다버리고 나영석.데려와서 시즌1가자 강호동.이수근.이승기.김종민.은지원 김c.mc몽 복귀작 가자,none,"['다', '버리다', '나', '영석', '데려오다', '시즌', '가다', '강호동', '이수근', '이승기', '김종민', '지원', '길몽', '복귀', '작', '가다']"
1914,다봤는데 뭔내용인지,none,"['다', '보다', '뭔', '내용', '인지']"
1915,다솜도 인기가 많군 또 질투글이 배댓인거보니.. 도대체 어디가 설정같다는거냐? 나는 다른연예인들보다 더 꾸밈없이 혼자라이프 보여주는것같아서 보기 좋더만,none,"['다솜', '인기', '많다', '또', '질투', '글', '배', '대인', '거', '보다', '도대체', '어디', '가다', '설정', '같다', '거', '냐', '나', '다른', '연예인', '보다', '더', '꾸밈', '없이', '혼자', '라이프', '보여주다', '것', '같다', '보기', '좋다']"
1916,다솜씨 다음엔..산에백숙먹으러 '아빠'랑 가지말구 '오빠'랑가요~난 다솜이좋드라~ㅋㅋㅋ ㅋㅋ그리고 개예쁨♡♡♡,none,"['다솜', '씨', '다음', '엔', '산', '백숙', '먹다', '아빠', '랑', '가지', '말고', '오빠', '랑', '가요', '난', '다솜', '좋다', 'ㅋㅋㅋ', 'ㅋㅋ', '그리고', '개', '예쁘다']"
1917,다시 멋진 삶 살기바래요~ 사랑할땐 다 눈이 멀어져요 잊고 다시 시작함되요~,none,"['다시', '멋지다', '삶', '살기', '바', '래', '요', '사랑', '땐', '다', '눈', '멀어지다', '잊다', '다시', '시작', '함', '돼다']"
1918,다시 배달하셔야될듯ㅋㅋ,none,"['다시', '배달', '되다', '듯', 'ㅋㅋ']"
1919,다시 보고 싶다. 너무 예쁜 첫째부터 세상에서 제일 귀여운 막내 딸까지 그립다.,none,"['다시', '보고', '싶다', '너무', '예쁘다', '첫째', '부터', '세상', '에서', '제일', '귀엽다', '막내딸', '까지', '그리다']"
1920,다시 찐다ㅋㅋ,none,"['다시', '찌다', '다', 'ㅋㅋ']"
1921,다시 태국 가서 이열음이 대왕조개 따다가 발 끼여서 죽는 장면 찍어오면 조작 아닌거 인정해줄게~ 예능은 리얼이지,hate,"['다시', '태국', '가다', '엶', '대다', '왕조', '개', '따다', '발', '끼', '여서', '죽다', '장면', '찍다', '조작', '아니다', '거', '인정', '해주다', '게', '예능', '리얼', '이지']"
1922,다시 현빈 역시 현빈 너무 잘생기고 연기도 잘해~!!,none,"['다시', '현빈', '역시', '현빈', '너무', '잘생기다', '연기']"
1923,다신 나오지 말아라,none,"['다시다', '나오다', '말다']"
1924,다야야 잘했다! 도란이는 쫌 많이 당해야해..멍청하고 답답하고 연기도 못하고,offensive,"['다야', '야', '도란', '많이', '당하다', '해', '멍청하다', '답답하다', '연기', '못', '하고']"
1925,다음 생에는 중국 남자 만나야지,none,"['다음', '생', '에는', '중국', '남자', '만나다']"
1926,다음 세상엔 저 몸으로 태.........................,none,"['다음', '세상', '엔', '저', '몸', '태']"
1927,다음 주에 대리한테 간 연다연이 연돼지로 밝혀져 곤란할때 재형이가 나타나 구해주겠네. ㅋ,offensive,"['다음', '주', '대리', '테', '간', '연다', '면', '년', '돼지', '로', '밝혀지다', '곤란하다', '때', '재형', '나타나다', '구', '해주다', 'ㅋ']"
1928,다음 화는 꽃길 걷장,none,"['다음', '화', '꽃길', '걷다']"
1929,다음은 첩보액션물이나 천재물리학자 역이 겁나 잘어울릴거같음 사랑하오,none,"['다음', '첩보', '액션', '물이', '나', '천재', '물리학자', '역', '겁나다', '자다', '어울리다', '거', '같다', '사랑', '하', '오']"
1930,다음차례 구구단. 언능 해라.,none,"['다음', '차례', '구구단', '얼른', '해', '라']"
1931,다이어트 해라 그럼 미인된다,offensive,"['다이어트', '그렇다', '미인', '되다']"
1932,다이어트를 해도 머리크기는 어떻게 할수가 없구나....,offensive,"['다이어트', '해도', '머리', '크기', '어떻다', '수가', '없다']"
1933,다필요없고 김지원이 진짜 이쁘더라,none,"['다', '필요', '없다', '김지원', '진짜', '쁘더', '라']"
1934,닥쳐 이련아. 너가 제일 많이 했을거 같아,hate,"['닥치다', '이다', '아', '네', '제일', '많이', '거', '같다']"
1935,단기간에? 요요 온다,none,"['단기간', '요요', '오다']"
1936,단이 불쌍해서 마지막 안봤어 퉤다,none,"['단', '불쌍하다', '마지막', '안', '보다', '퉤', '다']"
1937,단짠오피스 난 신소율버전이 더 좋았음 연기나 느껴지는 에너지가 풍부했어,none,"['단', '짜다', '오피스', '난', '신소율', '버전', '더', '좋다', '연기', '나', '느껴지다', '에너지', '풍부하다']"
1938,단톡 내용을 자꾸 기사거리화하는것도 좋은건 아니다. 승리말처럼 그것또한 개인정보 유출 아닌가.,none,"['단독', '내용', '을', '자꾸', '기', '사거리', '화하다', '것', '좋다', '건', '아니다', '승리', '말', '처럼', '그것', '또한', '개인', '정보', '유출', '아니다']"
1939,달수정도면 여자들이 그냥넘어오는데,hate,"['달', '수', '정도', '면', '여자', '그냥', '넘어오다', '데']"
1940,달수형 돌아와요..!,none,"['달', '수형', '돌아오다']"
1941,달수형은 반드시 돌아온다. 진실을 볼줄아는 사람들이 있기 때문이지.,none,"['달', '수형', '반드시', '돌아오다', '다', '진실', '을', '볼', '줄', '알다', '사람', '있다', '때문', '이지']"
1942,담배때문 아니고?,offensive,"['담배', '때문', '아니다']"
1943,담배부터 끈으세요,offensive,"['담배', '부터', '끊다']"
1944,담배피고 맨날전자레인지에돌려서먹고끼니도 제대로안먹으니깐병생긴거지이참에 금연도하고 몸좀챙겨라,offensive,"['담배', '피우다', '맨날', '전자레인지', '돌리다', '먹다', '끼니', '제대로', '안', '먹다', '병', '생기다', '거지', '이참', '금연', '몸', '챙기다']"
1945,담배피는 여자연예인들 아갈똥네,hate,"['담배', '피우다', '여', '연예', '인들', '아', '갈다', '똥', '네']"
1946,담배피던걸로 데뷔길을막냐 담배안피던애들없을텐데,offensive,"['담배', '피우다', '것', '데뷔', '길', '을', '막다', '담배', '안', '피우다', '애', '없다', '텐데']"
1947,답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠,none,"['답답하다', '한데', '둘', '친하다', '보이다', '이렇다', '반응', '을', '연', '경', '선수', '원하다', '않다', '듯', '정', '불편하다', '자르다']"
1948,"답은 간단합니다. 손흥민 보다 시야,패스능력,센스가 뛰어난 선수가 같이 뛰어서 손흥민이 믿고 공격할수 있는 선수가 같이 뛰면 됩니다. 그러니까 이강인 선발로 기용하라고요 벤투 감독님!!",none,"['답', '간', '단합', '니', '다', '손흥민', '보다', '시', '야', '패스', '능력', '센스', '뛰어나다', '선수', '같이', '뛰다', '손흥민', '믿다', '공격', '수', '있다', '선수', '같이', '뛰다', '되다', '그러니까', '강인', '선발', '로', '기', '용하다', '베다', '투', '감독', '님']"
1949,당사자들이 괜찮다는데 왜 난리냐 ㅋ 오지랖도 풍년이다 이것들아,offensive,"['당사자', '괜찮다', '왜', '난리', '냐', 'ㅋ', '오지랖', '풍년', '다', '것', '아']"
1950,당시 김학래 유부남 아니었나? 그렇게 기억하고 있는데 그럼 첩이지. OOO이 방송에 나오고 역겹다,hate,"['당시', '김학래', '유부', '남', '아니다', '그렇게', '기억', '하고', '있다', '그렇다', '첩', '이지', '방송', '나오다', '역겹다']"
1951,당신 노래 못하면 악플 달린다 ㅋㅋ,offensive,"['당신', '노래', '못', '악플', '달리다', '다', 'ㅋㅋ']"
1952,당신은 잘사는 가정에 왜 불을내 완전 나쁜사람이네 왜 이렇게 살아?? 나아가 몇살이야 배운만큼 배운애가 왜이러니??,offensive,"['당신', '자다', '살다', '가정', '왜', '불', '을', '내', '정말', '나쁘다', '사람', '네', '왜', '이렇게', '살', '아', '나아가다', '몇', '살이', '야', '배우다', '만큼', '배우다', '애가', '왜', '이러니']"
1953,당신을 믿습니다꼭 전보다 더 건강한 모습으로 만나요멋진 허지웅 화이팅!,none,"['당신', '을', '믿다', '꼭', '전보', '다', '더', '건강하다', '모습', '만나다', '멋지다', '허지웅', '파이팅']"
1954,당신을 보면 딱 이구절만 생각나네요바보가 신념을 가지면 무섭습니다.결혼한다니 축하드리고 잘사시길 바랍니다.자기 주제에 맞게 사시길.,offensive,"['당신', '을', '보다', '딱', '구절', '만', '생각나다', '바보', '신념', '을', '가지', '면', '무섭다', '결혼', '다니다', '축하', '드리다', '자다', '사다', '바라다', '자기', '주제', '맞다', '사다']"
1955,당연하지 무슨 하차야. 연좌제하냐?,offensive,"['당연하다', '무슨', '하차', '야', '연좌제']"
1956,당연히 사과하는게 맞지. 공개적으로 팔로우사실 공개해서 전국구로 망신준게 분명 무슨 의도가 있다고밖에볼수없음.. 게다가 장성규 유부남이잖아? 이게 대놓고 작정하고 욕먹이려고 한게 아님 뭐임?,none,"['당연하다', '사과', '게', '맞다', '공개', '적', '폴로', '사실', '공개', '전국구', '로', '망신', '준', '게', '분명', '무슨', '의도', '있다', '밖에', '볼', '수', '없다', '게다가', '장성규', '유부', '남다', '게', '대다', '놓다', '작정', '하고', '욕', '먹이다', '게', '아니다', '뭐임']"
1957,당연히 성추행이지! 한명의 여성이라도 성적 수치심 느낀다면 성추행이다. 빠른사과 아니었으면 고소감이지,none,"['당연하다', '성추행', '이지', '명의', '여성', '이라도', '성적', '수치심', '느끼다', '성추행', '다', '빠르다', '사과', '아니다', '고', '소감', '이지']"
1958,당장하차해라 신입이 벌써부터 마약? 기가막히는군,offensive,"['당장', '하차', '신입', '벌써', '부터', '마약', '기', '막히다']"
1959,대 일 본,offensive,"['대다', '일', '보다']"
1960,대가리에 피도안마른 것들. 육갑하고 있네. 육아가 뭔지는 아냐?,hate,"['대가리', '피', '안', '마르다', '것', '육갑', '하고', '있다', '육아', '무엇', '인', '지는', '알다']"
1961,대기업에서 근무 중인 9살 연하 미모의 재원 .. 이런글 좀 쓰지마라 그게 왜 기사에 나와야되는데? 너무 식상하다,none,"['대기업', '에서', '근무', '중인', '살', '연하', '미모', '재원', '이렇다', '글', '쓰다', '마르다', '그게', '왜', '기사', '나오다', '되다', '너무', '식상하다']"
1962,대다수 국민들이 속으로는 마닷 좋아하고 응원하면서 앞으로 잘하라는 의미에서 괜히 질책하는겁니다 마닷 화이팅 ~ !!,none,"['대다수', '국민', '속', '으로는', '마다', '좋아하다', '응원', '앞', '자다', '의미', '에서', '괜히', '질책', '겁니다', '마다', '파이팅']"
1963,대단하네 20년 사귀는거면 이젠 그냥 설렘 같은건 없을거 같기도... 그정도 사귀면 면전에 똥방구 뀌기나 트림 하기 등등 다 해봤을듯,offensive,"['대단하다', '년', '사귀다', '거', '면', '젠', '그냥', '설레다', '같다', '건', '없다', '거', '같다', '그', '정도', '사', '귀', '면', '면전', '똥', '방구', '뀌기', '나', '트림', '등등', '다', '해봤다', '듯']"
1964,대단하시다 36년전 일을 미투도 기간을 정해야 될듯 ㅋ,hate,"['대단하다', '년', '전', '일', '을', '밉다', '투도', '기간', '을', '정해', '야', '되다', '듯', 'ㅋ']"
1965,대리비올리니깐 자꾸 음주운전들하지..코앞가는것도 이만원달라하구...,none,"['대리', '비', '올리다', '자꾸', '음주운전', '코앞', '가다', '것', '이만', '원', '달라']"
1966,대마는 이제 la에서도 합법이다. 그만 짖어라,offensive,"['대마', '이제', '에서도', '합법', '다', '그만', '짖다']"
1967,대마는 절대로 하지말자,none,"['대마', '절대로', '말']"
1968,대마보이 박태환 얼굴에 철판을 깔았구만,hate,"['대마', '보이', '박태환', '얼굴', '철판', '을', '깔다']"
1969,대만 애 소식까지 알아야 하나,hate,"['대만', '애', '소식', '까지', '알다', '하나']"
1970,대만놈들은 솔직히 잘나간다는 애들보면 다 ㅈㄴ 느끼하게 생겼거나 얼굴 어느부분이 ㅈㄴ 이상하게 생겼는데..얘는 괜찮게 생겼네.얼굴 관상보니 고추도 크게 생김.,hate,"['대만', '놈', '솔직하다', '자다', '나가다', '애', '보다', '다', '전', '느끼하다', '생기다', '얼굴', '어느', '부분', '전', '이상하다', '생기다', '얘', '괜찮다', '생기다', '얼굴', '관상', '보다', '고', '추도', '크게', '생기다']"
1971,대머리 싫어 ㅡㅡ,hate,"['대머리', '싫다', 'ㅡㅡ']"
1972,대머리냐?모자는죙일쓰고있네..이러다자면서도 쓰고잘듯?,offensive,"['대머리', '냐', '모자', '종일', '쓰다', '있다', '이르다', '자다', '쓰다', '자다']"
1973,대박 미모다 낼모레 오십아냐?!!,none,"['대박', '밉다', '모', '다', '낼', '모레', '오십', '알다']"
1974,대박이다.엄마왜저럼ㅜㅜ 아가씨들보다 이쁘다,none,"['대박', '다', '엄마', '왜', '저러다', 'ㅜㅜ', '아가씨', '보다', '이쁘다']"
1975,대배우님 절대 잘못한 거 없어요 힘내세요,none,"['대', '배우', '님', '절대', '잘못', '거', '없다', '힘내다']"
1976,대사 잘 들리니까 니네들 귀밥이나 파든가 ㅜ,offensive,"['대사', '자다', '들리다', '너', '네', '귓밥', '이나', '파다', 'ㅜ']"
1977,대역 없이 유두나오면 영화관 가서 볼게요,hate,"['대역', '없이', '유두', '나오다', '영화관', '가다', '보다']"
