,label,token
2375,offensive,"['마블', '충', '아', '제발', '니', '취향', '별루', '였', '다는', '관객', '비난', '말', '아라', '아주', '마블', '홍보', '대', '사고', '마케팅', '직원', '야', '갠', '적', '취향', '어떤', '영화', '든', '호불호', '갈리', '법', '인데', '애', '아니']"
2376,offensive,"['마스크', '왜', '없', '다는', '이해', '안', '다이소', '죠', '낸', '많', '아', '뭔', '마스크', '명품', '있', '남']"
2377,hate,"['마스크', '걸', '밥', '쳐먹', 'ㅅ', '끼']"
2378,hate,"['마약', '안', '했', '다잖아', '시래기', '아', '어느', '팬', '와서', '어그', '로', '질', '냐']"
2379,none,"['마약', '구매', '옳', '못한', '행동', '본인', '알', '있', '거', '에요', '그냥', '얼마나', '힘들', '었', '으면', '생각', '많이', '드', '는데', '복용', '안', '했', '다니', '다행', '앞', '힘든', '시기', '버티', '시', '길']"
2380,hate,"['마약', '중독', '성형', '중독', '휴']"
2381,none,"['마약', '누군지', '중요', '아닙니다', '사건', '본질', '봐', '주', '세요']"
2382,none,"['마을', '끌', '어', '닷', '너무', '어려서', '라', '몰랐', '겠', '지만', '열심히', '활동', '해서', '배', '로', '갚', '아', '주', '세요', '이자', '까지', '요', '부모', '빚', '있', '으면', '상속', '포기', '안', '자식', '에게', '물림', '됩니다']"
2383,none,"['마음고생', '심했', '텐데', '무사히', '마쳤', '네요', '여기', '않', '좋', '말', '많', '지만', '조용히', '응원', '사람', '있', '답니다', '쉬', '시', '다시', '좋', '연기', '로', '만나', '요', '화이팅']"
2384,offensive,"['마음고생', '뭔', '자연스레', '지나갈', '일', '진짜', '뭔가', '없', '다면']"
2385,none,"['마음놓', '댄']"
2386,none,"['마음', '몸', '아름다운', '방탄소년단', '지민']"
2387,offensive,"['마음', '아프', '독', '점술', '배우', '말', '예수', '님', '믿', '으세요']"
2388,none,"['마음', '아프', '네요', 'ㅠ']"
2389,hate,"['마음', '이뻐서', '그런', '거', '박명수', '나이', '면서', '관상', '더', '좋', '아', '거', '같', '아', '반면', '유', '갈', '비문', '재앙', '에휴', '카악', '퉤']"
2390,offensive,"['마이크', '로', '닷', '뒤', '잡', '아', '왔', '냐']"
2391,none,"['마이크', '로', '닷', '무슨', '죄', '냐', '이제', '떴', '는데', '안타깝', '연예인', '뜨', '건', '복권', '당첨', '비슷', '다던데', '안타깝']"
2392,offensive,"['마이크', '로', '음성', '변조', '거', '티', '남', '노', '잼']"
2393,offensive,"['마이클잭슨', '흉내', '내', '이상', '오글거리', '던데']"
2394,none,"['마자', '격주', '로', '번갈', '아', '면서', '나와', '줬', '좋', '겠', 'ㅜ', '진심', 'ㅠ']"
2395,none,"['마지막', '남규리', '했', '던', '해서', '할', '수', '있', '다는', '말', '꼭', '이루', '어', '졌으면', '해요', '팬', '아니', '였', '는데', '셋', '함께', '있', '모습', '눈물', '났', '어요']"
2396,none,"['마지막', '이승기', '죽', '습니다']"
2397,none,"['마취', '크림', '바르', '데수', '마취', '까지', '필요', '없', '어요']"
2398,none,"['마흔', '요즘', '늦', '나이', '아니', '예요', '힘내', '시', '몸', '추스리', '시', '길']"
2399,none,"['막내딸', '이랑', '기태영', '어울린', '데', '왜', '난리', 'ㅠ']"
2400,none,"['막돼먹', '영애', '씨', '진짜', '판박이']"
2401,offensive,"['막장', '중', '막장', '드라마', '이런', '드라마', '보', '더', '이상', '짤방', '봐도', '내용', '알', '겠', '네요']"
2402,offensive,"['막장', '너무', '막장', '더라', '주동민', '같', '트렌디', '피디', '연출', '안', '했', '다면', '욕', '엄청', '먹', '었', '드라마', '같', '네요', '피디', '아까움']"
2403,none,"['살', '고인', '데', '살', '차이', '나', '만날', '수', '잇']"
2404,offensive,"['만약', '진실', '라면', '맞고소', '가능', 'ㅑ']"
2405,offensive,"['만진', '건', '변하', '않', '는다', '아이돌', '아이돌', '좋', '아', '여자', '한테', '이미지', '생명', '인데', '얜', '바닥', '쳤', '같이', '멤버', '끼리끼리', '로', '보일', 'ㅋㅋ']"
2406,none,"['만찬', '둘', '과연', '알콩달콩', '할까', 'ㅋㅋ', '상상', '해도', '너무', '좋']"
2407,hate,"['많이', '고쳤', 'ㅠ', '싼', '티', '많이', '났었', '는데', '고친', '낫', '긴', '하군']"
2408,hate,"['많이', '친녀', 'ㄴ']"
2409,hate,"['많이', '낳', '으면', '또', '많이', '낳', '는다고', '욕하', '잖아', '하여간', '진짜', '남인', '생', '오지랖']"
2410,none,"['많이', '변했', '어용', '주름', 'ㅠ', '애', '키우', '니깐']"
2411,none,"['많이', '억울', '느낌', '힘들', '었', '나', '보']"
2412,none,"['많이', '힘들', '었', '텐데', '컴백', '해', '줘서', '고마워']"
2413,none,"['말', '생각', '해', '보', '해라', '악', '플', '러', '아', '본인', '에게', '로', '돌아간다']"
2414,offensive,"['말', '로', '존경', '말', '실천', '해라', '재', '동아', '명수', '야']"
2415,offensive,"['말싸움', '때려도', '나', '여남', '명', '명', '단순', '비교', '로', '봐도', '일방', '적', '폭행', '인데']"
2416,offensive,"['말', '크리에이터', '백수', '아님']"
2417,offensive,"['말투', '띠', '껍고', '변한', '나', '예쁜', '사람', '었', '는데', '뚱뚱', '해', '이상', '해', '진', '거', '같']"
2418,none,"['말투', '뷰', '터', '아주', '달달', '혀']"
2419,hate,"['말', '수준', '떨어지', '뇨']"
2420,none,"['말', '할수록', '매력', '없', '스타일', 'ㅜ']"
2421,hate,"['맘', '충', '무조건', '구혜선', '빨', '아', '주', '거', '보', '머', '리', '든', '거', '없', '인정', '그냥', '뭔', '말', '해도', '여자', '피해자', '남자', '가해자', '세상', '에서', '뭐', '진실', '의미', '있', '겠', '나', '그냥', '돈', '열심히', '모으', '공부', '해서', '갓', '스', '시녀', '만나', '러', '이민', '준비', '나', '해야', '겠']"
2422,hate,"['맘', '충', '부들부들', '오', '아이', '키우', '거', '힘들', '다고', '생색', '낼', '아줌마', '여럿', '있', '아무렴', '임창정', '아이', '알', '아서', '크', '니', '부모', '옆', '에서', '구경', '한다', '이런', '뜻', '말', '했을까']"
2423,none,"['맛난', '거', '먹', '으러', '메', '시', '야', '야겠다', '사람', '줄', '었', '겠', '거품', '빠지', '차라리', '됐', '현우', '보', '싶']"
2424,none,"['맛', '녀', '게스트', '나', '온화', '무조건', '거른다']"
2425,hate,"['맛', '좋', '산', '당신', '짜', '져']"
2426,offensive,"['망원동', '옥탑방', '살', '다가', '돈', '벌', '옆', '마누라', '입김', '넣', '살', '해', '니', '슬슬', '욕심', '생기', '나', '보', '육', '중완', '남', '아닌', '같', '팀', '멤버', '가슴', '상처', '주', '넌', '될', '꺼', '같', '고스란히', '너', '어려움', '받', '꺼', '육', '돈', '밴드']"
2427,none,"['망', '작', '이런', '망', '작', '읍', '던데']"
2428,offensive,"['망할', '조합', '망할', '시나리오']"
2429,hate,"['맞', '말', '긴', '했', '는데', 'ㅋㅋ', '일본', '에서', '말', '바람', '디지', '쳐', '맞', '중']"
2430,hate,"['맞', '말', '인데', 'ㅋㅋㅋ', '전라', '디언', '그', '세상', '살', '잖아', '통수', '치', 'ㅋ']"
2431,none,"['맞벌이', '아닌데', '뭐', '저렇게', '까지', '아이', '봐야', '하나', 'ㅠ']"
2432,none,"['맞', '습니다', '자숙', '시', '달', '라지', '모습', '나오', '시', '길', '바랍니다']"
2433,offensive,"['맞', '사람', '란', '없', '거', '쟤', '사람', '같', '아', '보임', '사람', '라고', '생각', '함']"
2434,offensive,"['매니저', '저렇게', '해', '주', '부담', '스러워서', '관', '둘', '나중', '관', '둘', '때', '좋', '관', '둘', '거', '같', '않', '은디']"
2435,hate,"['매니저', '번', '넘', '바뀐', '걸', '보', '그닥', '좋', '인성', '아닌', '한데', '먹', '는다는', '이유', '지덕체', '갖춘', '인물', '됨', 'ㅋㅋ', '확실히', '먹', '는데', '맺힌', '민족', '답']"
2436,none,"['매니저', '님', '볼', '때', '마다', '성혁', '생각', '남', '장', '보리', '문', '지상']"
2437,none,"['매니저', '보', '려고', '보', '프로', '인데', '매니저', '개성', '없', '웃기', '않', '크러쉬', '혼자', '거', '같']"
2438,none,"['매력', '쩐']"
2439,none,"['매력', '넘치', '배우']"
2440,none,"['매력', '없']"
2441,none,"['매번', '논란', '해명', '반복', '라']"
2442,none,"['매주', '수요일', '목요일', '기다립니다', '작가', '님', '감사', '합니다', 'ㅜㅜ']"
2443,none,"['매주', '봐도', '고주', '원만', '비', '쥬얼', '연예인', '중', '에서', '흔치', '않', '정말', '생겼']"
2444,none,"['매회', '초반', '채널', '돌리', '한다', '시선', '붙드', '려', '노력', '해도', '모자랄', '판', '안타까워서', '말', '시청자', '기다리', '장면', '바로', '내달릴', '수', '없']"
2445,none,"['맥락', '없', '드라마', '그래서', '좋', 'ㅋㅋ']"
2446,offensive,"['맨날', '같', '스토리', '막장', '그러', '니', '라이프', '온', '마스', '시청', '률', '최고', '찍', 'ㅡㅡ', '공영', '방송국', '아', '언제', '까지', '막장', '드라마', '찍', '을까', '수신료', '아깝', 'ㅡㅡ']"
2447,offensive,"['맨날', '못', '생기', '더러운', '기안', '이시언', '이딴', '애', '보', '다가', '황민현', '나오', '니깐', '눈', '정화', '오', '졌']"
2448,hate,"['맨날', '못', '생기', '더럽', '늙', '기안', '이시언', '같', '한남', '퇘지들만', '나오', '다가', '깨끗', '깔끔', '풋풋', '남자', '아이돌', '황민현', '나오', '니깐', '화면', '달라지', '거', '봐라', '그냥', '보', '거', '자체', '재밌', 'ㅋㅋ', '역시', '남자', '생기', '어리', '능력', '있', '봐야', '함']"
2449,hate,"['맨날', '새벽', '네다섯', '시', '피시방', '앉', '아서', '노력', '안', '신세', '한탄', '낭', '있', '던데']"
2450,offensive,"['맨날', '맨날', '건축학개론', '왜', '올리', '데', '지긋지긋하', '그러', '는데', '왜', '다른', '영화', '말', '건축학개론', '언급', '는데', '이쪽', '이서', '저쪽', '에서', '그라', '노', '기자', '뭐', '문제', '나']"
2451,offensive,"['맨날', '연예인', '자살', '뉴스', '나', '는데', '드라마', '까지', '자살', '냐', '이런', '건', '방송', '에서', '자제', '해야', '거', '아닌가', '작가', '피디', '부터', '정신', '차려야', '겠다', '나', '이프로', '번', '안', '봤', 'ㅋ']"
2452,none,"['맨', '위', '사진', '아오이', '츠카사', '닮', '나왔', '네요']"
2453,none,"['맴', '버들', '밥', '먹', '채', '것', 'ㅋ']"
2454,none,"['맴', '버', '싹', '바꿔라', '이제', 'ㅡㅡ']"
2455,none,"['머', '말', '단독', '냐', '그럼', '혼자', '단독', '알', '있', '어라']"
2456,none,"['머', '사진', '찍', '자리', '까지', '머', '라고', '건지', '사진', '찍', '때', '어디', '서', '찍', '든', '그게', '무슨', '상관', '자리', '최', '우수', '상', '우수', '상', '따로', '있', '것', '아니', '참', '세상', '힘들', '사']"
2457,offensive,"['머', '가리', '그대로', 'ㅋㅋ']"
2458,offensive,"['머', '같', '프로그램', '배우', '하나', '바보', '만드', '방송사', '예능', '이제', '갈', '때', '까지', '갔']"
2459,hate,"['머', '냐', '듣', '보', '년', '연예인', '아니', '일반', '년', '결혼', '거나', '말', '거나']"
2460,offensive,"['머리', '개', '안', '어울리', '동안', '페이스', '무슨', '저런', '머릴', '냐', '숏', '컷', '어울릴', '거', '같', '구만']"
2461,none,"['머리', '묶', '어', '주', '셔요']"
2462,offensive,"['머리', '누가', '그렇게', '해', '줬', '나요', '이상', '해']"
2463,offensive,"['머리', '크', '네요']"
2464,hate,"['머리', '허전', '할까봐', '있', '는지']"
2465,offensive,"['머리', '저렇게', '안', '했', '좋', '겠', '무슨', '상투', '말', '것', '아니', '구', '왤케', '꼴', '뵈', '기', '싫', '든지']"
2466,none,"['머리카락', '아프', '잡아당긴', '거', '뭐', '땜', '그런', '거', '성추행', '식', '변태', '같이', '머리', '짐', '아', '뭐', '영상', '없', '으니', '뭐', '잘못', '된', '건지', '알', '수', '있', '나']"
2467,none,"['머리카락', '묶', '어', '주', '라', '애', '덥', '겠']"
2468,offensive,"['머스마', '인상', '않', '좋']"
2469,offensive,"['머', '여', '쓰레기']"
2470,none,"['먹', '기', '싫', '어도', '쫌', '밥', '먹', '다녀라', '너무', '술', '담배', '커피', '먹', '언능', '쾌차', '시', '길']"
2471,offensive,"['먹방', '보', '시청자', '수준', '알', '겠', '그냥', '자기', '맘', '안', '작가', '물어뜯', '연기자', '물어뜯', '아주', '질', '나쁜', '악질']"
2472,none,"['먹', '으면', '바로', '찌', '체질', '군', '난', '아무리', '먹', '어도', '안', '찌', '는데']"
2473,none,"['먹', '거', '사', '주', '좋아합니다', '사랑', '해', '울', '조카님']"
2474,none,"['먼', '매력', '끌렸', '는지', '그리', '잘생긴', '얼굴', '아닌데', '라가', '넘', '아까', '운디']"
2475,none,"['먼가', '내용', '점점', '산', '처음', '신선', '함', '없', '어', '질질', '끄', '기분', '보', '내내', '폰', '만지작', '거렸', '어용']"
2476,offensive,"['먼가', '냄새', '나', '데', '로', '비']"
2477,hate,"['먼가', '아쉽', '안정환', '안', '닮', '았', '어', '하필', '보리', '문둥이', '난', '절', '라', '쌍도', '절대', '결혼', '안', '한다', '본', '적', '까지', '따져볼', '것']"
2478,offensive,"['먼', '기사', '기대', '사진', '올리', '지관종']"
2479,offensive,"['먼데', '또', '노', '잼']"
2480,offensive,"['먼', '세상', '고생', '거', '처럼', '저런데', '그만큼', '벌', '었', '나', '둘', '투', '샷', '잡히', '강남이', '머리', '짧', '여자', '같', '이상', '화', '머리', '긴', '남자', '같']"
2481,offensive,"['먼저', '언론', '공개', '인터뷰', '사람', '구린', '경우', '많']"
2482,none,"['멋있', '기', '구', '이러', '헤어지', '헤어지', '거', '뭐', '연예', '할', '때', '맘껏', '즐기', '거', '보', '기', '좋', '은데', '내숭', '보단', '훨씬', '낫', '화이팅']"
2483,none,"['멋있', '여자', '라는', '사람', '바로', '김남주', '배우', '님', '같', '사람', '구', '나', '하고', '느꼈', '어요', 'ㅠㅠ', '앞', '더', '공정', '투명', '연기', '로', '또', '팬', '앞', '나타나', '주', '세요']"
2484,none,"['멋있', '사람', '연애', '면서', '사', '거', '누구', '랑', '헤어지', '누구', '랑', '사귀', '무슨', '잘못', '인가', '생겼', '인성', '좋', '자기', '관리', '뮤지션', '건', '변함없', '오랜만', '티비', '나온', '거', '보', '니', '너무', '좋', '았']"
2485,none,"['멋져요', '얼굴', '살', '안', '빠지', '관리', '해', '주', '세요']"
2486,none,"['멋져요', '항상', '응원', '합니다']"
2487,offensive,"['멍멍이', '같', '소리', '책임', '안', '질', '라고', '거', '어른', '안', '된', '사람']"
2488,hate,"['메', '갈', '꿈', '꾸', '못할', '일', '일어났']"
2489,hate,"['메', '갈', '련', '효주', '보고', '동생', '관리', '못', '죄', '라', '쿵쾅대', '며', '욕', '면서', 'ㅋㅋ', '남편', '관리', '못', '박혜미', '보고', '박해미', '피해자', '래', 'ㅋㅋ']"
2490,hate,"['메', '갈', '스틴', '망했']"
2491,hate,"['메', '갈', '정신병', '입니다']"
2492,offensive,"['메', '니', '저', '님', '확실', '공', '적', '만나', '세요']"
2493,hate,"['메뚜기', '한물', '갓', 'ㅡ초딩맨', '아직', 'ㅋㅋ', '글고', '대상', '백종원', '거', '아니', '냐', '요즘', '유튜브', 'ㅈ', '대세', '티비', '안', '본', '꽤', '됏다']"
2494,offensive,"['메', '보가', '빠지', '는데', '콘서트', '냐', '소시', '에서', '태연', '빠지', '콘서트', '꼴', '인데', '팔린', '티켓', '환불', '해', '주', '콘', '취소', '해라', '팬', '호구', '취급']"
2495,none,"['메인', '보컬', '빠지', '다니', '그래도', '젝', '키', '노래', '중', '에서', '강성훈', '목소리', '중요', '한데', '내', '생각', '물의', '일으켰으나', '콘서트', '끝', '까지', '참여', '책임', '자세', '보이', '더', '나았', '거', '같', '팬', '한테', '욕먹', '건', '당연히', '각오', '해야', 'ㅡ']"
2496,none,"['멘탈', '갑', '이정']"
2497,offensive,"['멜', '로망스', '씹', '거품', '그', '자체']"
2498,hate,"['멜론', '차트', '아웃', '입니다', '삼가', '고인', '명복', '빕', '니다']"
2499,none,"['멤버', '중', '하하', '제일', '먼저', '알', '았']"
2500,none,"['며느리', '남편', '시댁', '똑같이', '처음', '부터', '끝', '까지', '비', '호감', '가족', '하차', '했', '다니', '담주', '부터', '이나리', '다시', '봐야지']"
2501,hate,"['면상', '보고', '니', '그렇게', '말', '할', '수', '있', '을까', '아', '그냥', '가만히', '쫌', '있', '어라', '개', '찌질', '아', '복귀', '안', '한다는데', '왜', '이리', '시끄러']"
2502,hate,"['멸치', '형', '설리', '해']"
2503,none,"['명랑만화', '같', '엄청', '재밌', '봤', '구요', '오늘', '회', '시청', '율', '더', '오를', '것', '같', '본방', '사수', '할게요']"
2504,none,"['명수', '형', '라디오', '에서', '공개', '시', 'ㅜㅜ']"
2505,none,"['명수', '형', '님', '존경', '합니다']"
2506,none,"['명예훼손', '고소', '답', '나온다']"
2507,hate,"['명치', '브이넥', '실', '화', '냐고', 'ㅋㅋㅋ', '개토', '쏠리', '씌', '발']"
2508,none,"['명탐정', '다야']"
2509,none,"['명품', '배우', '이렇게', '사라지', '는구나', 'ㅠㅠ']"
2510,none,"['명품', '옷', '이라도', '저렇', '전체', '적', '로고', '디자인', '된', '옷', '너무', '촌스럽', '않', '나요', '저런', '옷', '왠지', '입기', '챙피', '할', '거', '같', '은데']"
2511,hate,"['몇', '년', '전', '전라', '디언', '냔', '먹', '적', '있', '는데', '아가리', '엔', '똥내', '아랫도리', '홍어', '장난', '아니', '더구만', '냄새', '쩐', '쩌', '러', '항상', '전라', '디언', '뒤통수', '조심', '해라']"
2512,none,"['모', '얼마나', '별로', '사람', '반전', '시킨', '것', '처럼', 'ㅋㅋ', '본판', '중국', '최고', '미녀', '인데']"
2513,none,"['모델', '같', '느끼', '안', '듬']"
2514,hate,"['모델', '앞', '에선', '찍소리', '못', '할', '안경', '여드름', '돼지', '쿵쾅', '껀', '수', '하나', '잡', '았', '다고', '아주', '신나', '서', '어쩔', '줄', '몰라', 'ㅋㅋㅋ', '니', '죽', '었', '깨', '어', '나', '모델', '할', '몸매', '안', '니깐', '평소', '쌓여', '있', '던', '열등', '의식', '이렇게', '해소', '거', '냐', 'ㅋㅋ']"
2515,hate,"['모든', '만악', '근원', '페미', '구나', '페미', '안', '나', '대도', '행복', '살', '았', '사람', '많', '텐데', 'ㅠ', '응원', '합니다']"
2516,none,"['모든', '암', '그렇지만', '췌장암', '담도', '암', '진짜', '싫', 'ㅠㅠ', '엄마', '하늘', '로', '데리', '갔', '어', 'ㅠㅠ삼가고인의', '명', '봅', '빕', '니다']"
2517,offensive,"['모든', '여자', '설리', '본', '받', '아야', '한다', '가슴', '더', '이상', '숨길', '아니', '설리', '처럼', '까', '다니', '설리', '야', '응원', '한다']"
2518,offensive,"['모든', '가식', '보이', '진심', '없']"
2519,offensive,"['모든', '너무', '늦', '었', '우린', '벌써', '티아라', '누군지', '모른다']"
2520,none,"['모를', '수', '잇', '카톡', '같', '은데', '결혼', '해도', '티', '안', '내', '그럼', '모름', '내', '겪', '어', '봄']"
2521,none,"['모성애', '아름답', '아기', '안', '있', '모습', '참', '아름답', '네요', '늘', '건강', '시', '행복', '시', '길']"
2522,hate,"['모', '쏠', '천국', '인가', '남녀', '사이', '친구', '없', '긴', '뭐', '없', '어', '니', '핸드폰', '이성', '전화', '번호', '하나', '없', '냐', '남사', '친', '여사', '친', '남녀', '사이', '친구', '될', '수', '없', '경우', '사겼', '다가', '쫑', '난', '상태', '에서', '절대', '친구', '될', '수', '없', '다가', '맞', 'ㅎㅎ']"
2523,none,"['모야', '크러쉬', '개', '멋져', '노래', '들으면서', '야지']"
2524,hate,"['모유', '수유', '중단', '분', '유스', '유하', '맨날', '니', '젖', '안', '나오', '것', '인터넷', '뉴스', '로', '봐야', '니']"
2525,none,"['모자', '이뻐요', '감자', '야', '까꿍', '엄마', '돌봐', '드려']"
2526,offensive,"['모질라', '서', '그런', '거', '시청자', '알', '않', '나', 'ㅋ', '저런', '순수', '남자', '랑', '박나래', '랑', '어울림']"
2527,offensive,"['목소리', '이상', '던데', '눈', '실눈', '뜨', '눈빛', '영']"
2528,none,"['목소리', '음악', '성', '탑', '대박', '따라올', '없']"
2529,none,"['목숨걸', '나라', '구하', '사람', '구해야', '겠어', '다음', '생', '라도', '이런', '여친', '얻']"
2530,none,"['몬', '엑', '인사', '인성', '좋', '봤', '는데', '뜨', '니까', '저', '딱', '식', '견제', '들어오', '는구나', '한서희', '뒤', '꼭', '캐', '봐야', '함']"
2531,none,"['몬', '일', '일어났', '좋', '겠', '라는', '식', '이상', '요상', '라고', '댓글', '다는', '것', '뭐', '냐']"
2532,none,"['몰', '랏', '쪄요', '관심', '읍', '서', '서']"
2533,none,"['몰랐다', '잖아', '사과', '했']"
2534,none,"['몰르', '그럴', '수', '있', '겁나', '예민', 'ㅡㅡ']"
2535,none,"['몰', '몬', '교', '선교사', '출신', '필로폰', '했', '다는', '믿기', '않', '는디']"
2536,none,"['몰', '입감', '긴장감', '최고', '오랜만', '볼', '대작', '나왔', '네요', '추자현', '모성', '연기', '좋', '았', '타', '곤', '나오', '장면', '멋졌', '어요', '마지막', '송중기', '엔딩', '내일', '더욱', '기대', '네요']"
2537,offensive,"['몰입', '안', '내용', '겁나게', '어지럽', '개', '유치', '뭐', '이런', '작품', '억', '들여', '만들', '었', '단', '미스테리']"
2538,hate,"['몰카', '공유', '와대', '박', '공유', '씨', '실망', '네여', '도깨비', '보', '구', '팬', '됏는데', '연애', '개', '태', '출하', '시', '길']"
2539,offensive,"['몰카', '남녀', '성관', '계', '몰카', '있', '냐', '이해', '지금', '방송', '흔히', '몰카', '인데', '상대', '속이', '잼', '나', '걸', '끌어내', '몰카', '인데', '언제', '부터', '몰카', '나쁜', '쪽', '사용']"
2540,hate,"['몰카', '충', '데이트', '폭력범', '최종범', '쉴드', '치', '중립', '기어', 'ㅇㅈㄹ', '던', '한남', '지금', '와서', '아닌', '척', '개역', '겹', '데이트', '폭력', '불법', '촬영', '몰카', '협박범', '음주운전', '성범죄자', '최종범', '무죄', '받', '한남', '민국', '여혐', '민국']"
2541,hate,"['몸매', '미끈', '여자', '이야말로', '남자', '에게', '최고']"
2542,offensive,"['몸매', '예술', '끝']"
2543,offensive,"['몸매', '모델', '니', '좋', '은데', '다이어트', '일상', '나이', '많', '아서', '결혼', '임신', '될지', '걱정', '네요']"
2544,offensive,"['몸매', '섹시']"
2545,offensive,"['몸매', '좋', '건', '알', '겠', '는데', '노출증', '환자', '같']"
2546,none,"['몸무게', '막', '공개', '해도', '됨']"
2547,offensive,"['몸', '날씬', '한데', '얼굴', '터질', '려고', '것', '같', '아', '보이', '건', '나']"
2548,hate,"['몸', '아픈', '것', '본인', '의지', '라고', '얘기', '해', '보', '시', 'ㅉㅉㅉ', '몸', '아픈', '것', '당산', '의지', '없', '어서요', 'ㅋㅋㅋ']"
2549,none,"['몸', '안', '따라준', '거', '였', '마음고생', '심했', '겠', '그냥', '솔직', '얘기']"
2550,hate,"['몸', '중년', '아주머니', '살', '빼', '라']"
2551,hate,"['몸', '화났', '다고', '발정', '났', '나', '무슨', '개', '같', '소리', '쳐', '노']"
2552,none,"['몸', '조심히', '다녀와', '기다릴께']"
2553,hate,"['몸', '주', '맘', '주', '사랑', '주', '버림', '받', '여자', '빚', '많', '아', '행복', '여자']"
2554,offensive,"['못', '생겨서', '별로']"
2555,hate,"['못', '배웠', '나', '나이', '먹', 'ㅉㅉㅉ']"
2556,offensive,"['못', '보', '겠', '더', '이상', 'ㅉ']"
2557,offensive,"['못', '생겨도', '연기', '조연', '많', '은데', '연기자', '소질', '아예', '없', '작품', '아깝']"
2558,offensive,"['못', '생', '겻', '어', '가운데', '잇', '여자', '이쁘']"
2559,offensive,"['못', '생겼', '는데', '왜', '인기', '있']"
2560,hate,"['못', '생겼으니', '옷', '이라도', '뻘겋', '입', '뻘건', '살', '내놔야', '근데', '극', '혐']"
2561,offensive,"['못생긴', '남자', '결혼', '관심', '있', '여자', '명', '없', '어', 'ㅋㅋ']"
2562,hate,"['못생긴', '애', '시키', '말', '볼', '때', '마다', '짜증', '난다']"
2563,offensive,"['못생긴', '여자', '이쁜', '여자', '질투', '한다고', '어디', '갔', '뭐', '먹', '었', '는지', '올리', '면서', '남', '올리', '욕하', '내', '로', '남불', '쩐', '그렇게', '살', '말길', '뿌시', '기', '구만']"
2564,offensive,"['못생긴', '유재석', '결혼', '엄친', '딸', '나경', '불쌍', '타']"
2565,hate,"['못생긴', '쳐', '마누라', '만나', '신영수', '졸라', '못생김']"
2566,offensive,"['못생긴', '멋있', '당당', '바디', '슈트', '완전', '민망', '앞', '뒤', '표', '다남', '이쁘', '악', '플']"
2567,offensive,"['못생김', '성형', '거', '같', '데', '두', '별로']"
2568,offensive,"['몽골', '정부', '부인', '있', '놈', '또', '결혼', '거', '야']"
2569,none,"['몽이', '그래도', '사람', '착했']"
2570,none,"['몽', '형', '모두', '기다렸', '습니다', '컴백', '축', '드립니다', '유스케', '나와', '주', '세요']"
2571,none,"['무고', '생명', '죽', '어', '나가', '판', '너무', '거', '마닌', '생각', '없', '개념', '없', '부부', '일세', 'ㅜ']"
2572,hate,"['무당', '엄마', '딸', '교통사고', '당할', '걸', '미리', '예측', '못', '나요']"
2573,none,"['무도', '꼭', '기다릴께요', '재석', '님', '무한도전', '외치', '그날', '빨리', '오', '기']"
2574,none,"['무도', '없', '틈', '빈', '집', '털', '오지', '무도', '돌아오', '기', '초', '뒤집힐', '텐데', 'ㅠ']"
2575,none,"['무도', '끝', '나', '서', '너무', '좋']"
2576,offensive,"['무도', '팬', '한테', '미안', '않', '건가', '더럽', '재미없', '그', '동안', '받', '성원', '똥칠', '그만', '그만', '폐지', '했', '으면', '좋', '겠', 'ㅉㅉ']"
2577,none,"['무도', '자리', '없', '넘보', '마', '라']"
2578,offensive,"['무례', '아니', '라', '여성', '대한', '인격', '모독', '즉', '명예', '훼손', '인격', '살인', '당신', '살인마', '입니다']"
2579,none,"['무', '면허', '음주', '운전', '뺑소니', '했', '는데', '선처', '한다면', '재판부']"
2580,none,"['무서워도', '인정', '정말', '종일', '생각', '난', '안타깝', 'ㅜ']"
2581,offensive,"['무슨', '갓', '정아', '씩', '이나', 'ㅋ']"
2582,hate,"['무슨', '김건모', '조폭', '냐', '요즘', '어떤', '세상', '인데', '업', '소녀', '싫', '다는', '데', '성폭행', '해', '업소', 'ㅠ지키는', '조폭', '한테', '맞', '아', '뒤진다', '말', '같', 'ㅜ', '않', '개소리', '구', '있', '어', '업', '소녀', '돈', '띁', '어', '내', '려고', '작당', '거', '구만', '증거', '나', '있', '나']"
2583,offensive,"['무슨', '댓글', '죄다', '작가', '있', '어', '그냥', '보', '몰', '이리', '난리', '인지', '댓글', '로', '이래라', '저래라', '막상', '실제로', '말', '못하', '것']"
2584,offensive,"['무슨', '법', '적', '대응', '유행어', '냐', 'ㅋㅋㅋ']"
2585,none,"['무슨', '아버지', '이름', 'ㅋㅋ', '그냥', '무서우', '니까', '제일', '보', '싶', '자식', '내미', '부른', '거', '포장', 'ㅋㅋ', 'ㄱ']"
2586,offensive,"['무슨', '연예인', '부모', '소식', '까지', '연예뉴스', '올려']"
2587,none,"['무슨', '오해', '있', '었', '겠']"
2588,offensive,"['무슨', '일', '뽕', '타령', '야', '롤린', '롤린', '똥', '싼', '멤버', '없이', '안무', '에서', '개개인', '모습', '보여', '줘서', '누구', '명', '독보', '적', '높', '거', '없이', '골고루', '인기', '많', '았', '구만']"
2589,offensive,"['무슨', '자신감', '기자', '회견', '했', '는지', '알', '수', '없', '가만히', '있', 'ㅉ']"
